Add Scan Time: 322
140
140
140
140
108
138
90
140
120
140
140
140
140
140
138
140
120
140
140
140
140
140
140
140
140
140
138
140
120
140
132
140
140
140
140
140
140
140
140
140
132
132
84
140
140
140
140
140
132
140
126
140
140
140
140
140
140
140
140
120
Add Scan Time: 829
102
120
138
138
120
140
126
140
132
140
140
140
84
140
90
140
114
140
140
96
126
140
126
114
140
132
140
102
78
140
138
138
90
132
140
96
120
140
140
140
138
140
102
138
114
140
120
96
140
138
132
140
132
140
138
140
138
96
140
140
Add Scan Time: 707
140
140
140
140
138
140
140
140
140
140
114
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
140
96
132
140
140
120
140
140
140
138
140
140
72
140
140
140
120
140
140
140
140
108
140
132
140
140
132
Add Scan Time: 782
140
140
120
140
120
140
138
138
102
140
120
140
140
140
140
140
140
140
140
140
140
126
108
140
140
138
140
66
140
140
140
84
140
114
132
114
140
140
140
140
138
126
140
140
140
140
140
140
132
140
140
140
140
140
140
140
140
132
140
96
Add Scan Time: 804
126
140
120
140
114
140
140
140
132
126
114
140
140
120
126
140
132
140
132
140
120
140
140
140
90
138
140
140
140
102
140
140
126
126
126
90
140
140
140
140
108
126
126
138
140
138
140
140
140
140
140
126
138
114
140
140
108
120
138
108
Add Scan Time: 1243
114
140
140
140
102
140
140
126
120
140
138
140
114
84
140
140
108
140
120
140
138
140
140
114
140
108
114
140
132
132
140
126
114
140
114
140
96
90
140
140
140
140
140
132
140
140
140
132
140
120
140
140
140
140
126
108
132
140
140
140
Add Scan Time: 822
120
140
140
140
138
126
140
126
140
140
140
138
126
140
114
140
140
132
132
108
126
140
102
140
140
114
126
108
114
140
140
140
140
96
102
126
140
140
138
140
138
126
140
126
114
140
114
140
132
114
126
132
140
126
140
140
140
120
120
120
Add Scan Time: 829
114
132
140
132
114
140
132
140
140
140
132
96
90
102
140
120
120
140
132
140
126
126
102
140
132
140
132
140
102
114
140
102
108
140
140
96
126
126
138
140
140
140
140
114
140
102
126
140
138
140
126
132
120
84
114
140
140
140
140
140
Add Scan Time: 830
138
140
140
140
140
140
140
140
140
140
138
140
78
140
140
140
140
140
140
140
140
140
132
140
120
126
140
138
140
138
140
114
140
102
120
140
138
140
140
140
140
140
102
140
120
140
140
132
108
132
138
140
140
140
140
140
140
140
114
140
Add Scan Time: 800
140
140
132
140
102
140
140
140
96
140
140
114
140
126
84
140
114
140
140
140
140
126
140
102
140
114
120
140
140
140
140
90
132
120
140
140
140
140
140
140
140
102
132
138
140
102
140
140
140
132
126
114
140
140
84
140
140
140
140
140
Add Scan Time: 763
114
138
140
140
140
140
102
140
140
140
140
140
140
138
114
138
140
140
120
140
120
138
114
140
138
140
140
140
132
138
140
126
78
132
140
102
126
114
102
140
140
102
120
102
140
90
140
126
108
132
108
140
140
126
140
132
140
140
108
132
Add Scan Time: 750
140
140
140
138
140
140
140
140
108
140
138
140
140
140
114
126
140
140
108
140
140
140
138
140
140
140
140
140
140
140
140
140
140
140
120
140
140
140
114
140
140
140
138
138
140
90
140
138
140
140
140
140
140
120
132
140
140
140
140
140
Add Scan Time: 777
90
114
140
140
140
120
132
140
114
140
140
114
138
140
126
140
120
132
140
140
108
140
140
140
140
120
138
138
140
138
140
132
140
140
96
140
90
140
120
140
140
132
90
138
140
140
132
120
102
138
140
126
138
140
114
132
126
140
126
140
Add Scan Time: 768
140
132
140
140
138
140
140
140
140
140
140
140
140
140
72
140
140
138
140
140
140
140
140
140
140
140
140
140
140
140
132
78
140
140
140
140
140
140
138
140
140
90
140
102
140
140
140
140
140
120
140
140
132
140
140
140
140
140
140
140
Add Scan Time: 814
140
140
140
140
140
140
140
140
126
126
140
132
90
132
140
140
140
140
140
126
126
126
132
132
108
140
140
120
140
114
140
132
84
138
72
114
132
140
140
140
140
120
132
140
140
140
140
114
140
140
140
140
132
140
138
138
140
140
126
140
Add Scan Time: 827
114
138
120
126
120
140
140
120
140
140
114
114
120
140
138
140
140
114
140
140
140
140
140
138
140
138
120
132
114
120
126
108
140
102
132
140
140
138
120
140
140
140
126
138
120
140
132
140
102
120
138
132
140
140
140
132
140
126
140
140
Add Scan Time: 840
138
140
132
140
120
140
114
140
84
114
102
108
138
140
132
126
140
102
108
114
114
140
138
102
126
126
126
140
114
140
138
140
132
132
120
126
138
114
140
140
138
126
132
126
138
84
140
140
114
114
126
114
138
120
108
140
140
108
114
108
Add Scan Time: 806
126
132
108
126
140
140
140
132
114
120
114
114
102
114
120
108
126
138
84
138
120
138
126
114
140
132
138
102
132
126
96
96
102
108
120
132
140
140
132
114
140
126
96
120
102
90
108
96
140
140
140
140
90
126
114
138
140
138
140
114
Add Scan Time: 785
140
138
132
140
140
140
120
126
140
140
140
140
140
140
120
140
132
140
140
132
140
138
138
140
96
138
108
140
126
140
140
140
126
132
140
140
140
140
120
90
140
140
140
114
126
140
126
140
140
140
140
140
72
140
138
140
140
140
120
126
Add Scan Time: 851
132
140
140
140
140
140
140
140
140
140
140
140
140
138
140
140
140
140
140
140
132
140
126
132
84
140
102
140
140
140
132
140
140
102
140
132
140
140
132
140
120
102
140
140
140
132
126
140
138
132
126
126
102
138
140
140
140
140
132
120
Add Scan Time: 844
120
140
132
126
114
140
126
138
108
140
120
140
132
114
90
140
108
140
126
140
132
96
140
132
126
140
96
140
140
126
132
140
120
120
140
96
138
96
108
140
140
138
138
138
140
140
114
140
102
132
132
126
140
140
140
126
140
140
140
126
Add Scan Time: 816
84
140
140
102
132
138
102
140
140
114
90
108
140
90
132
102
108
108
138
114
120
140
84
126
140
84
132
96
114
126
138
132
140
138
132
108
138
132
102
114
114
138
132
120
114
138
132
108
108
108
120
126
96
120
132
140
114
102
138
140
Add Scan Time: 794
102
138
138
126
96
108
84
140
140
126
140
138
90
140
90
108
132
120
138
96
140
132
140
140
140
140
140
140
138
120
78
140
126
102
84
140
126
132
120
138
108
126
114
132
102
90
96
114
90
102
114
138
126
140
114
90
140
126
140
126
Add Scan Time: 774
114
132
140
140
132
132
90
114
84
102
108
140
140
140
114
108
108
114
140
138
102
140
140
140
140
96
132
140
108
102
140
140
132
138
102
78
140
126
140
120
140
126
140
114
138
126
90
140
90
132
138
140
138
140
120
138
140
140
140
108
Add Scan Time: 800
84
138
140
126
140
132
140
140
120
140
140
140
138
102
96
140
138
140
120
120
126
140
140
140
102
140
140
140
72
140
114
126
84
102
84
102
126
138
108
140
140
126
140
120
140
102
108
140
140
140
140
140
132
120
84
140
140
140
108
132
Add Scan Time: 784
126
140
140
140
96
140
140
126
140
140
132
138
138
140
108
120
140
126
108
140
114
138
140
102
140
140
140
140
140
140
114
140
102
140
140
140
114
140
120
140
114
140
140
140
140
140
140
108
114
140
140
140
140
126
140
140
140
102
96
140
Add Scan Time: 822
132
140
140
132
140
140
140
140
132
140
102
102
126
140
126
140
114
140
132
90
140
140
140
138
120
140
138
140
132
132
140
140
120
140
138
140
140
140
140
126
140
140
140
140
140
140
108
114
126
120
96
138
138
140
140
132
140
138
114
102
Add Scan Time: 797
108
138
108
132
126
140
140
140
140
114
126
138
140
138
120
140
140
140
96
140
120
126
132
120
140
140
140
108
140
140
114
140
140
114
140
90
114
140
140
140
140
126
102
108
140
102
132
140
102
140
120
140
138
140
140
140
140
132
132
140
Add Scan Time: 819
140
140
140
140
132
132
140
140
90
120
140
140
132
140
138
138
140
140
140
140
140
120
140
140
140
140
140
140
140
140
108
132
114
140
140
120
140
140
140
108
140
140
126
140
140
126
140
90
140
140
140
114
140
140
140
140
140
140
140
140
Add Scan Time: 822
140
140
120
126
138
120
140
132
140
140
140
140
140
114
140
126
96
140
138
138
120
140
138
140
108
140
140
120
140
140
114
108
140
132
126
96
140
140
140
140
140
140
114
140
120
126
140
108
140
140
126
140
108
140
138
140
132
140
114
138
Add Scan Time: 833
96
114
120
140
126
108
140
140
108
132
132
114
140
132
140
140
108
114
102
126
108
126
140
120
120
140
132
126
102
78
114
108
102
102
102
140
120
132
78
108
114
108
138
140
140
140
114
78
108
108
126
90
138
132
140
90
132
120
120
120
Add Scan Time: 750
90
140
120
114
140
140
114
108
138
138
140
138
140
108
114
114
108
120
96
132
140
140
84
72
108
60
140
140
114
140
72
126
120
132
126
78
138
120
108
140
140
108
114
102
140
126
114
140
120
140
140
102
114
138
114
126
114
140
126
90
Add Scan Time: 768
140
140
140
140
114
140
108
140
140
140
140
96
140
138
120
140
140
140
126
140
126
140
140
140
140
140
140
140
114
140
126
140
132
140
140
140
140
138
140
140
140
140
140
84
140
140
140
140
140
140
48
140
140
132
140
140
140
140
90
140
Add Scan Time: 895
140
140
140
140
78
140
140
140
140
120
114
140
140
140
60
140
132
140
120
140
84
140
140
140
78
126
126
140
140
126
120
108
132
140
90
138
140
114
140
140
108
140
140
90
140
140
140
140
132
140
126
120
78
140
140
140
72
140
140
140
Add Scan Time: 1573
102
120
108
90
126
140
108
126
120
140
72
132
140
108
114
140
140
126
140
126
96
140
114
96
102
120
126
102
108
126
138
138
96
108
78
140
108
120
126
140
120
140
140
140
114
140
120
120
140
140
102
132
140
120
126
140
140
126
108
126
Add Scan Time: 743
138
140
102
140
140
140
140
140
108
84
90
140
102
114
140
140
108
96
114
108
140
140
140
140
140
140
102
140
126
120
140
108
126
140
132
140
114
108
140
138
140
120
108
140
96
114
126
140
132
132
140
140
114
140
108
114
138
126
102
90
Add Scan Time: 790
140
140
108
138
140
140
140
140
108
140
140
140
126
140
140
140
140
140
140
140
126
140
138
120
126
140
140
140
140
140
120
138
140
140
126
140
140
140
140
140
140
140
140
90
140
120
140
140
140
140
102
140
140
126
108
140
140
140
140
132
Add Scan Time: 836
138
140
132
120
84
132
126
140
138
114
132
140
84
108
140
132
132
138
126
138
138
132
138
140
